Name: Motor2
Unit: °C
date,Temperature
2020-04-17 00:22:37,30.8855
2020-04-17 01:22:39,30.7461
2020-04-17 02:22:39,30.6925
2020-04-17 03:22:40,30.5423
2020-04-17 04:22:38,30.4672
2020-04-17 05:22:39,30.3814
2020-04-17 06:22:40,30.4458
2020-04-17 07:22:40,30.4887
2020-04-17 08:22:39,30.7032
2020-04-17 09:22:39,30.8641
2020-04-17 10:22:40,31.0142
2020-04-17 11:22:40,31.1429
2020-04-17 12:22:39,31.2931
2020-04-17 13:22:39,31.4432
2020-04-17 14:22:38,31.5934
2020-04-17 15:22:39,31.7006
2020-04-17 16:22:40,31.7971
2020-04-17 17:22:40,31.7971
2020-04-17 18:22:41,31.8186
2020-04-17 19:22:40,31.7435
2020-04-17 20:22:40,31.647
2020-04-17 21:22:40,31.5719
2020-04-17 22:22:41,31.4218
2020-04-17 23:22:41,31.4003
2020-04-18 00:22:42,31.2394
2020-04-18 01:22:41,31.0893
2020-04-18 02:22:41,31.0357
2020-04-18 03:22:41,30.8319
2020-04-18 04:22:40,30.789
2020-04-18 05:22:41,30.6925
2020-04-18 06:22:42,30.7246
2020-04-18 07:22:42,30.6925
2020-04-18 08:22:41,30.907
2020-04-18 09:22:41,30.9284
2020-04-18 10:22:41,31.0464
2020-04-18 11:22:43,31.1429
2020-04-18 12:22:42,31.3252
2020-04-18 13:22:41,31.529
2020-04-18 14:22:42,31.6041
2020-04-18 15:22:41,31.647
2020-04-18 16:22:42,31.6684
2020-04-18 17:22:42,31.6577
2020-04-18 18:22:42,31.6255
2020-04-18 19:22:42,31.6577
2020-04-18 20:22:43,31.6255
2020-04-18 21:22:42,31.5934
2020-04-18 22:22:43,31.4968
2020-04-18 23:22:42,31.336
2020-04-19 00:22:43,31.3467
2020-04-19 01:22:43,31.218
2020-04-19 02:22:42,31.0678
2020-04-19 03:22:43,30.9606
2020-04-19 04:22:43,30.8319
2020-04-19 05:22:43,30.7997
2020-04-19 06:22:42,30.7568
2020-04-19 07:22:43,30.7783
2020-04-19 08:22:43,30.907
2020-04-19 09:22:43,30.9713
2020-04-19 10:22:43,31.0786
2020-04-19 11:22:43,31.1965
2020-04-19 12:22:44,31.2931
2020-04-19 13:22:44,31.3896
2020-04-19 14:22:43,31.4968
2020-04-19 15:22:43,31.6255
2020-04-19 16:22:43,31.647
2020-04-19 17:22:45,31.6792
2020-04-19 18:22:43,31.6899
2020-04-19 19:22:44,31.5934
2020-04-19 20:22:43,31.6255
2020-04-19 21:22:43,31.529
2020-04-19 22:22:44,31.5076
2020-04-19 23:22:45,31.4539
2020-04-20 00:22:44,31.3681
2020-04-20 01:22:44,31.336
2020-04-20 02:22:45,31.2609
2020-04-20 03:22:45,31.1751
2020-04-20 04:22:46,31.0893
2020-04-20 05:22:45,30.9606
2020-04-20 06:22:44,30.8855
2020-04-20 07:22:46,30.8212
2020-04-20 08:22:45,30.8641
2020-04-20 09:22:44,30.7997
2020-04-20 10:22:45,30.8426
2020-04-20 11:22:45,30.9391
2020-04-20 12:22:45,30.9606
2020-04-20 13:22:46,31.1322
2020-04-20 14:22:46,31.1536
2020-04-20 15:22:56,31.1751
2020-04-20 16:22:53,31.2502
2020-04-20 17:22:56,31.2502
2020-04-20 18:22:56,31.2394
2020-04-20 19:22:56,31.3038
2020-04-20 20:22:56,31.2394
2020-04-20 21:22:56,31.2287
2020-04-20 22:22:57,31.1322
2020-04-20 23:22:57,31.0678
2020-04-21 00:22:56,31.0357
2020-04-21 01:22:56,30.9391
2020-04-21 02:23:06,30.8104
2020-04-21 03:23:06,30.671
2020-04-21 04:23:06,30.6174
2020-04-21 05:23:07,30.4994
2020-04-21 06:23:07,30.3814
2020-04-21 07:23:08,30.3707
2020-04-21 08:23:08,30.4243
2020-04-21 09:23:08,30.4351
2020-04-21 10:23:07,30.4458
2020-04-21 11:23:06,30.4887
2020-04-21 12:23:08,30.5745
2020-04-21 13:23:07,30.6603
2020-04-21 14:23:08,30.8104
2020-04-21 15:23:08,30.8855
2020-04-21 16:23:08,31.0357
2020-04-21 17:23:07,30.9499
2020-04-21 18:23:08,30.982
2020-04-21 19:23:08,30.9606
2020-04-21 20:23:07,30.9499
2020-04-21 21:23:07,30.9606
2020-04-21 22:23:08,30.7997
2020-04-21 23:23:07,30.7997
2020-04-22 00:23:08,30.6817
2020-04-22 01:23:08,30.6388
2020-04-22 02:23:08,30.5638
2020-04-22 03:23:08,30.4029
2020-04-22 04:23:09,30.2635
2020-04-22 05:23:08,30.2742
2020-04-22 06:23:09,30.2956
2020-04-22 07:23:08,30.3171
2020-04-22 08:23:10,30.3922
2020-04-22 09:23:09,30.4672
2020-04-22 10:23:10,30.5638
2020-04-22 11:23:10,30.671
2020-04-22 12:23:10,30.8104
2020-04-22 13:23:11,30.9606
2020-04-22 14:23:11,31.0035
2020-04-22 15:23:11,35.0897
2020-04-22 16:23:12,33.0627
2020-04-22 17:23:12,31.2716
2020-04-22 18:23:12,29.7808
2020-04-22 19:23:13,28.5689
2020-04-22 20:23:13,27.5929
2020-04-22 21:23:13,26.7778
2020-04-22 22:23:14,26.1128
2020-04-22 23:23:14,25.5337
2020-04-23 00:23:11,25.1583
2020-04-23 01:23:10,24.8044
2020-04-23 02:23:09,24.4826
2020-04-23 03:23:10,24.1394
2020-04-23 04:23:10,23.9142
2020-04-23 05:23:11,23.7319
2020-04-23 06:23:10,23.6246
2020-04-23 07:23:10,23.4745
2020-04-23 08:23:10,23.5174
2020-04-23 09:23:09,23.4852
2020-04-23 10:23:10,23.3887
2020-04-23 11:23:11,23.4208
2020-04-23 12:23:10,23.4852
2020-04-23 13:23:12,23.571
2020-04-23 14:23:11,23.5924
2020-04-23 15:23:12,23.6139
2020-04-23 16:23:10,23.6675
2020-04-23 17:23:11,23.7855
2020-04-23 18:23:12,23.764
2020-04-23 19:23:10,23.8391
2020-04-23 20:23:11,23.8606
2020-04-23 21:23:12,23.7855
2020-04-23 22:23:11,23.6675
2020-04-23 23:23:11,23.5817
2020-04-24 00:23:12,23.5388
2020-04-24 01:23:11,23.4745
2020-04-24 02:23:12,23.3672
2020-04-24 03:23:13,23.2278
2020-04-24 04:23:23,23.142
2020-04-24 05:23:23,23.0133
2020-04-24 06:23:22,22.9489
2020-04-24 07:23:23,22.8846
2020-04-24 08:23:23,23.0347
2020-04-24 09:23:24,23.0776
2020-04-24 10:23:23,23.1205
2020-04-24 11:23:23,23.1849
2020-04-24 12:23:22,23.3458
2020-04-24 13:23:24,23.4101
2020-04-24 14:23:23,23.5924
2020-04-24 15:23:23,23.6461
2020-04-24 16:23:23,23.6568
2020-04-24 17:23:24,23.8069
2020-04-24 18:23:24,23.8606
2020-04-24 19:23:22,23.8713
2020-04-24 20:23:23,23.882
2020-04-24 21:23:23,23.9035
2020-04-24 22:23:24,23.8391
2020-04-24 23:23:23,23.764
2020-04-25 00:23:23,23.7211
2020-04-25 01:23:23,23.6139
2020-04-25 02:23:24,23.5817
2020-04-25 03:23:24,23.4852
2020-04-25 04:23:25,23.4745
2020-04-25 05:23:24,23.4101
2020-04-25 06:23:23,23.3565
2020-04-25 07:23:25,23.3458
2020-04-25 08:23:24,23.2921
2020-04-25 09:23:23,23.3029
2020-04-25 10:23:24,23.3994
2020-04-25 11:23:24,23.5281
2020-04-25 12:23:24,23.5817
2020-04-25 13:23:24,23.6568
2020-04-25 14:23:25,23.7533
2020-04-25 15:23:25,23.8391
2020-04-25 16:23:24,23.8606
2020-04-25 17:23:26,23.9356
2020-04-25 18:23:25,24.0
2020-04-25 19:23:35,24.0643
2020-04-25 20:23:34,24.0214
2020-04-25 21:23:34,24.0107
2020-04-25 22:23:35,24.0107
2020-04-25 23:23:36,23.9249
2020-04-26 00:23:36,23.9571
2020-04-26 01:23:35,23.764
2020-04-26 02:23:35,23.6997
