Name: Motor1
Unit: in/s
date,Vibration RMS
2020-04-17 00:19:56,0.004523622047244095
2020-04-17 01:19:51,0.004523622047244095
2020-04-17 02:19:55,0.004523622047244095
2020-04-17 03:19:52,0.004523622047244095
2020-04-17 04:19:53,0.004523622047244095
2020-04-17 05:19:51,0.00904724409448819
2020-04-17 06:19:54,0.004523622047244095
2020-04-17 07:19:54,0.004523622047244095
2020-04-17 08:19:51,0.004523622047244095
2020-04-17 09:19:49,0.004523622047244095
2020-04-17 10:19:51,0.004523622047244095
2020-04-17 11:19:53,0.004523622047244095
2020-04-17 12:19:58,0.004523622047244095
2020-04-17 13:19:50,0.004523622047244095
2020-04-17 14:19:49,0.004523622047244095
2020-04-17 15:19:50,0.004523622047244095
2020-04-17 16:19:53,0.004523622047244095
2020-04-17 17:19:58,0.004523622047244095
2020-04-17 18:19:53,0.004523622047244095
2020-04-17 19:19:51,0.004523622047244095
2020-04-17 20:19:54,0.004523622047244095
2020-04-17 21:19:55,0.004523622047244095
2020-04-17 22:19:54,0.004523622047244095
2020-04-17 23:19:54,0.004523622047244095
2020-04-18 00:19:55,0.004523622047244095
2020-04-18 01:19:53,0.004523622047244095
2020-04-18 02:19:51,0.004523622047244095
2020-04-18 03:19:54,0.004523622047244095
2020-04-18 04:19:50,0.004523622047244095
2020-04-18 05:19:59,0.00904724409448819
2020-04-18 06:19:54,0.004523622047244095
2020-04-18 07:19:54,0.004523622047244095
2020-04-18 08:19:56,0.004523622047244095
2020-04-18 09:19:53,0.004523622047244095
2020-04-18 10:19:59,0.004523622047244095
2020-04-18 11:19:53,0.004523622047244095
2020-04-18 12:19:58,0.004523622047244095
2020-04-18 13:19:56,0.004523622047244095
2020-04-18 14:19:55,0.00904724409448819
2020-04-18 15:19:56,0.004523622047244095
2020-04-18 16:19:51,0.004523622047244095
2020-04-18 17:19:52,0.004523622047244095
2020-04-18 18:19:50,0.004523622047244095
2020-04-18 19:19:56,0.004523622047244095
2020-04-18 20:19:55,0.004523622047244095
2020-04-18 21:19:51,0.004523622047244095
2020-04-18 22:19:54,0.00904724409448819
2020-04-18 23:19:59,0.004523622047244095
2020-04-19 00:19:59,0.00904724409448819
2020-04-19 01:19:55,0.004523622047244095
2020-04-19 02:20:00,0.004523622047244095
2020-04-19 03:19:51,0.00904724409448819
2020-04-19 04:19:55,0.004523622047244095
2020-04-19 05:19:53,0.004523622047244095
2020-04-19 06:19:59,0.004523622047244095
2020-04-19 07:19:56,0.004523622047244095
2020-04-19 08:19:57,0.004523622047244095
2020-04-19 09:19:57,0.004523622047244095
2020-04-19 10:19:58,0.004523622047244095
2020-04-19 11:20:00,0.004523622047244095
2020-04-19 12:20:02,0.004523622047244095
2020-04-19 13:19:59,0.004523622047244095
2020-04-19 14:19:59,0.004523622047244095
2020-04-19 15:19:53,0.004523622047244095
2020-04-19 16:19:54,
2020-04-19 17:20:02,0.004523622047244095
2020-04-19 18:19:59,0.004523622047244095
2020-04-19 19:20:01,0.00904724409448819
2020-04-19 20:19:53,0.004523622047244095
2020-04-19 21:20:01,0.004523622047244095
2020-04-19 22:19:57,0.004523622047244095
2020-04-19 23:20:02,0.004523622047244095
2020-04-20 00:19:57,0.004523622047244095
2020-04-20 01:19:53,0.004523622047244095
2020-04-20 02:19:59,0.004523622047244095
2020-04-20 03:19:56,0.004523622047244095
2020-04-20 04:19:53,0.004523622047244095
2020-04-20 05:19:55,0.004523622047244095
2020-04-20 06:19:57,0.00904724409448819
2020-04-20 07:20:02,0.004523622047244095
2020-04-20 08:19:56,0.004523622047244095
2020-04-20 09:20:00,0.004523622047244095
2020-04-20 10:19:59,0.004523622047244095
2020-04-20 11:20:02,0.004523622047244095
2020-04-20 12:19:54,0.004523622047244095
2020-04-20 13:20:01,0.004523622047244095
2020-04-20 14:19:57,0.004523622047244095
2020-04-20 15:19:56,0.004523622047244095
2020-04-20 16:19:58,0.004523622047244095
2020-04-20 17:20:01,0.004523622047244095
2020-04-20 18:19:55,0.004523622047244095
2020-04-20 19:20:00,0.004523622047244095
2020-04-20 20:19:55,0.004523622047244095
2020-04-20 21:19:55,0.004523622047244095
2020-04-20 22:19:54,0.004523622047244095
2020-04-20 23:20:00,0.004523622047244095
2020-04-21 00:19:58,0.00904724409448819
2020-04-21 01:19:54,0.004523622047244095
2020-04-21 02:19:59,0.00904724409448819
2020-04-21 03:19:55,0.004523622047244095
2020-04-21 04:20:00,0.004523622047244095
2020-04-21 05:20:02,0.00904724409448819
2020-04-21 06:20:02,0.004523622047244095
2020-04-21 07:19:59,0.004523622047244095
2020-04-21 08:20:03,0.004523622047244095
2020-04-21 09:20:00,0.004523622047244095
2020-04-21 10:19:54,0.004523622047244095
