Name: Motor2
Unit: kW
date,Power
2020-05-02 23:28:58,16.9173
2020-05-03 00:28:57,9.6992
2020-05-03 01:28:58,18.0451
2020-05-03 02:28:56,18.0451
2020-05-03 03:28:58,18.0451
2020-05-03 04:28:58,20.9774
2020-05-03 05:28:58,17.8195
2020-05-03 06:28:58,19.8496
2020-05-03 07:28:59,22.1053
2020-05-03 08:28:59,22.3308
2020-05-03 09:28:58,22.1053
2020-05-03 10:28:59,22.3308
2020-05-03 11:28:58,25.0376
2020-05-03 12:28:59,10.3759
2020-05-03 13:28:59,18.4962
2020-05-03 14:28:57,18.4962
2020-05-03 15:29:00,22.782
2020-05-03 16:29:00,18.7218
2020-05-03 17:28:59,18.4962
2020-05-03 18:29:00,16.4662
2020-05-03 19:28:59,16.4662
2020-05-03 20:29:00,16.4662
2020-05-03 22:28:59,18.7218
2020-05-03 23:28:59,21.6541
2020-05-04 00:29:00,20.3008
2020-05-04 01:29:00,25.2632
2020-05-04 02:28:59,27.5188
2020-05-04 03:29:01,16.6917
2020-05-04 04:29:00,20.7519
2020-05-04 05:29:01,16.2406
2020-05-04 06:29:01,19.8496
2020-05-04 07:29:00,18.7218
2020-05-04 08:29:00,16.4662
2020-05-04 09:29:00,16.4662
2020-05-04 10:29:02,18.7218
2020-05-04 11:29:01,16.4662
2020-05-04 12:29:01,16.4662
2020-05-04 13:29:01,16.4662
2020-05-04 14:29:00,16.2406
2020-05-04 15:29:02,18.4962
2020-05-04 16:29:01,18.4962
2020-05-04 17:29:00,18.4962
2020-05-04 18:29:01,18.4962
2020-05-04 19:29:02,18.2707
2020-05-04 20:29:00,18.4962
2020-05-04 21:29:02,18.4962
2020-05-04 22:28:59,18.4962
2020-05-04 23:29:01,18.4962
2020-05-05 00:29:02,18.4962
2020-05-05 01:29:03,18.4962
2020-05-05 02:29:05,1.3534
2020-05-05 03:29:05,17.3684
2020-05-05 04:29:08,22.5564
2020-05-05 05:29:10,20.5263
2020-05-05 06:28:59,18.4962
2020-05-05 08:29:03,16.4662
2020-05-05 09:29:03,1.3534
2020-05-05 10:29:02,18.4962
2020-05-05 11:29:02,18.9474
2020-05-05 12:29:03,16.4662
2020-05-05 13:29:03,18.4962
2020-05-05 14:29:03,20.9774
2020-05-05 15:29:04,18.4962
2020-05-05 16:29:03,18.4962
2020-05-05 17:29:04,18.0451
2020-05-05 18:29:04,18.4962
2020-05-05 19:29:02,16.015
2020-05-05 20:29:04,18.4962
2020-05-05 21:29:03,19.1729
2020-05-05 22:29:04,22.782
2020-05-05 23:29:04,5.188
2020-05-06 00:29:04,5.188
2020-05-06 01:29:05,22.782
2020-05-06 02:29:05,19.3985
2020-05-06 03:29:04,21.203
2020-05-06 04:29:03,14.6617
2020-05-06 05:29:04,18.4962
2020-05-06 06:29:05,18.2707
2020-05-06 07:29:04,1.1278
2020-05-06 08:29:05,18.4962
2020-05-06 09:29:05,18.4962
2020-05-06 10:29:03,16.2406
2020-05-06 11:29:04,21.203
2020-05-06 12:29:04,18.2707
2020-05-06 13:29:04,5.188
2020-05-06 14:29:05,34.5113
2020-05-06 15:29:05,16.015
2020-05-06 16:29:05,20.3008
2020-05-06 17:29:06,19.1729
2020-05-06 18:29:06,25.2632
2020-05-06 19:29:06,18.9474
2020-05-06 20:29:07,22.782
2020-05-06 21:29:07,18.2707
2020-05-06 22:29:07,18.4962
2020-05-06 23:29:06,16.015
2020-05-07 00:29:06,22.5564
2020-05-07 01:29:06,20.9774
2020-05-07 02:29:06,11.5038
2020-05-07 03:29:06,20.0752
2020-05-07 04:29:05,18.0451
2020-05-07 05:29:05,18.0451
2020-05-07 06:29:07,12.406
2020-05-07 07:29:05,18.0451
2020-05-07 08:29:05,18.0451
2020-05-07 09:29:04,19.6241
2020-05-07 10:29:04,0.9023
2020-05-07 11:29:04,17.8195
2020-05-07 12:29:04,23.2331
2020-05-07 13:29:06,20.9774
2020-05-07 14:29:05,20.7519
2020-05-07 15:29:07,18.4962
2020-05-07 16:29:07,5.6391
2020-05-07 17:29:07,18.4962
2020-05-07 18:29:07,18.4962
2020-05-07 19:29:07,18.4962
2020-05-07 20:29:07,18.4962
2020-05-07 21:29:08,20.0752
2020-05-07 22:29:07,18.4962
2020-05-07 23:29:07,29.0977
2020-05-08 00:29:07,16.9173
2020-05-08 01:29:08,17.594
2020-05-08 02:29:08,18.2707
2020-05-08 03:29:07,18.7218
2020-05-08 04:29:08,18.2707
2020-05-08 05:29:08,20.3008
2020-05-08 06:29:08,18.0451
2020-05-08 07:29:07,18.7218
2020-05-08 08:29:08,18.2707
2020-05-08 09:29:08,16.4662
2020-05-08 10:29:08,18.4962
2020-05-08 11:29:09,18.4962
2020-05-08 11:35:22,0.0
2020-05-08 11:38:41,0.0
2020-05-08 11:40:36,0.0
2020-05-08 11:43:06,0.0
2020-05-08 11:45:36,0.0
2020-05-08 11:48:06,0.0
2020-05-08 11:53:06,0.0
2020-05-08 11:55:36,0.0
2020-05-08 12:00:36,0.0
2020-05-08 12:03:06,0.0
2020-05-08 12:08:06,0.0
2020-05-08 12:10:36,0.0
2020-05-08 12:15:37,0.0
2020-05-08 12:18:07,0.0
2020-05-08 12:23:07,0.0
2020-05-08 12:25:37,0.0
2020-05-08 12:30:37,0.0
2020-05-08 12:33:07,0.0
2020-05-08 12:38:07,0.0
2020-05-08 12:40:37,0.0
2020-05-08 12:45:36,0.0
2020-05-08 12:48:06,0.0
2020-05-08 12:53:06,0.0
2020-05-08 12:55:36,0.0
2020-05-08 13:00:36,0.0
2020-05-08 13:03:06,0.0
2020-05-08 13:08:06,0.0
2020-05-08 13:10:36,0.0
2020-05-08 13:15:36,0.0
2020-05-08 13:18:06,0.0
2020-05-08 13:19:42,0.0
2020-05-08 13:23:06,0.0
2020-05-08 13:25:36,0.0
2020-05-08 13:28:05,0.0
2020-05-08 13:30:36,0.0
2020-05-08 13:31:36,0.0
2020-05-08 13:32:01,0.0
2020-05-08 13:34:06,0.0
2020-05-08 13:35:21,1.3534
2020-05-08 13:38:12,1.3534
2020-05-08 13:39:06,1.3534
2020-05-08 13:40:16,1.3534
2020-05-08 13:44:06,1.3534
2020-05-08 13:44:56,1.3534
2020-05-08 13:46:24,1.3534
2020-05-08 13:49:57,0.0
2020-05-08 13:50:40,0.0
2020-05-08 13:52:27,1.3534
2020-05-08 13:52:58,1.3534
2020-05-08 13:57:27,1.3534
2020-05-08 14:02:27,1.5789
2020-05-08 14:07:27,1.3534
2020-05-08 14:12:27,1.3534
2020-05-08 14:17:27,1.5789
2020-05-08 14:22:27,1.3534
2020-05-08 14:27:27,1.3534
2020-05-08 14:32:27,0.4511
2020-05-08 14:37:27,1.3534
2020-05-08 14:42:27,1.3534
2020-05-08 14:47:27,0.6767
2020-05-08 14:52:27,1.8045
2020-05-08 14:57:27,1.1278
2020-05-08 15:02:27,1.5789
2020-05-08 15:07:27,0.6767
2020-05-08 15:12:27,0.2256
2020-05-08 15:17:27,0.4511
2020-05-08 15:22:27,2.0301
2020-05-08 15:27:27,1.8045
2020-05-08 15:32:27,1.1278
2020-05-08 15:37:27,1.5789
2020-05-08 15:42:26,0.6767
2020-05-08 15:47:26,1.3534
2020-05-08 15:52:26,1.5789
2020-05-08 15:57:26,1.5789
2020-05-08 16:02:26,1.3534
2020-05-08 16:07:26,0.9023
2020-05-08 16:12:26,1.3534
2020-05-08 16:22:27,1.5789
2020-05-08 16:27:27,2.0301
2020-05-08 16:32:27,1.3534
2020-05-08 16:37:27,0.4511
2020-05-08 16:42:27,1.3534
2020-05-08 16:47:27,1.5789
2020-05-08 16:52:27,0.6767
2020-05-08 16:57:27,1.3534
2020-05-08 17:02:27,1.3534
2020-05-08 17:07:27,1.3534
2020-05-08 17:12:27,1.1278
2020-05-08 17:17:27,0.4511
2020-05-08 17:22:27,2.0301
2020-05-08 17:27:28,1.3534
2020-05-08 17:32:28,1.3534
2020-05-08 17:37:28,1.3534
2020-05-08 17:42:27,1.3534
2020-05-08 17:47:27,1.3534
2020-05-08 17:52:27,2.0301
2020-05-08 17:57:27,1.3534
2020-05-08 18:02:27,1.1278
2020-05-08 18:07:27,1.3534
2020-05-08 18:12:27,0.6767
2020-05-08 18:17:27,1.5789
2020-05-08 18:22:27,1.5789
2020-05-08 18:27:27,1.3534
2020-05-08 18:32:27,0.4511
2020-05-08 18:37:27,1.3534
2020-05-08 18:47:27,1.3534
2020-05-08 18:52:27,1.3534
2020-05-08 18:57:27,1.8045
2020-05-08 19:02:27,1.3534
2020-05-08 19:07:27,0.6767
2020-05-08 19:12:27,1.3534
2020-05-08 19:17:27,2.0301
2020-05-08 19:22:27,1.3534
2020-05-08 19:27:27,1.3534
2020-05-08 19:32:27,1.3534
2020-05-08 19:37:27,2.0301
2020-05-08 19:42:26,1.3534
2020-05-08 19:47:26,1.3534
2020-05-08 19:52:26,1.3534
2020-05-08 19:57:26,0.4511
2020-05-08 20:02:26,1.3534
2020-05-08 20:07:26,1.8045
2020-05-08 20:12:26,1.3534
2020-05-08 20:17:26,0.0
2020-05-08 20:22:27,1.3534
2020-05-08 20:27:27,1.3534
2020-05-08 20:32:27,1.3534
2020-05-08 20:37:27,1.3534
2020-05-08 20:42:28,1.3534
2020-05-08 20:47:28,1.3534
2020-05-08 20:52:28,1.8045
2020-05-08 20:57:28,0.9023
2020-05-08 21:02:28,0.2256
2020-05-08 21:07:28,1.3534
2020-05-08 21:12:28,2.2556
2020-05-08 21:17:28,2.0301
2020-05-08 21:22:28,2.0301
2020-05-08 21:27:28,1.3534
2020-05-08 21:32:28,0.0
2020-05-08 21:37:28,1.3534
2020-05-08 21:47:27,1.3534
2020-05-08 21:52:27,1.3534
2020-05-08 21:57:27,1.1278
2020-05-08 22:02:27,1.8045
2020-05-08 22:07:27,1.8045
2020-05-08 22:12:27,1.3534
2020-05-08 22:17:27,1.5789
2020-05-08 22:22:27,1.1278
2020-05-08 22:27:27,1.3534
2020-05-08 22:32:27,1.3534
2020-05-08 22:37:27,1.3534
2020-05-08 22:42:27,1.3534
2020-05-08 22:47:28,1.3534
2020-05-08 22:52:28,1.3534
2020-05-08 22:57:28,2.0301
2020-05-08 23:02:28,1.8045
2020-05-08 23:07:27,1.5789
2020-05-08 23:12:27,2.0301
2020-05-08 23:17:27,1.3534
2020-05-08 23:22:27,1.3534
2020-05-08 23:27:27,1.3534
2020-05-08 23:32:27,1.3534
2020-05-08 23:37:27,1.5789
2020-05-08 23:42:27,0.4511
2020-05-08 23:47:27,1.3534
2020-05-08 23:52:27,1.3534
2020-05-08 23:57:27,0.4511
2020-05-09 00:02:27,1.3534
2020-05-09 00:07:27,1.8045
2020-05-09 00:12:27,1.3534
2020-05-09 00:17:27,0.6767
2020-05-09 00:22:27,1.3534
2020-05-09 00:27:27,1.3534
2020-05-09 00:32:27,1.3534
2020-05-09 00:37:27,1.3534
2020-05-09 00:42:27,1.8045
2020-05-09 00:47:27,1.3534
2020-05-09 00:52:27,1.3534
2020-05-09 00:57:27,1.3534
2020-05-09 01:07:15,1.3534
2020-05-09 01:12:15,1.3534
2020-05-09 01:17:15,1.8045
2020-05-09 01:22:15,2.0301
2020-05-09 01:27:15,1.3534
2020-05-09 01:32:15,1.3534
2020-05-09 01:37:15,1.1278
2020-05-09 01:42:15,1.3534
2020-05-09 01:47:15,1.1278
2020-05-09 01:52:15,1.8045
2020-05-09 01:57:15,1.1278
2020-05-09 02:02:15,2.0301
2020-05-09 02:07:28,0.4511
2020-05-09 02:12:28,1.3534
2020-05-09 02:17:28,1.5789
2020-05-09 02:22:28,1.1278
2020-05-09 02:27:28,1.5789
2020-05-09 02:32:28,1.3534
2020-05-09 02:37:28,0.9023
2020-05-09 02:42:28,1.3534
2020-05-09 02:47:28,0.0
2020-05-09 02:52:28,1.3534
2020-05-09 02:57:28,1.5789
2020-05-09 03:02:28,1.3534
2020-05-09 03:07:27,1.3534
2020-05-09 03:12:27,1.3534
2020-05-09 03:17:27,1.5789
2020-05-09 03:22:27,1.5789
2020-05-09 03:27:27,1.3534
2020-05-09 03:32:27,1.3534
2020-05-09 03:37:27,1.5789
2020-05-09 03:42:27,1.3534
2020-05-09 03:47:27,1.1278
2020-05-09 03:52:27,1.5789
2020-05-09 04:02:28,1.3534
2020-05-09 04:07:29,0.2256
2020-05-09 04:12:29,1.1278
2020-05-09 04:17:29,1.3534
2020-05-09 04:22:29,1.5789
2020-05-09 04:27:29,1.5789
2020-05-09 04:32:29,1.3534
2020-05-09 04:37:29,1.5789
2020-05-09 04:42:29,1.3534
2020-05-09 04:47:29,1.5789
2020-05-09 04:52:29,1.3534
2020-05-09 04:57:29,1.5789
2020-05-09 05:02:29,1.3534
2020-05-09 05:07:29,1.3534
2020-05-09 05:12:29,1.3534
2020-05-09 05:17:29,2.0301
2020-05-09 05:22:29,1.3534
2020-05-09 05:27:29,0.9023
2020-05-09 05:32:29,1.3534
2020-05-09 05:37:29,0.4511
2020-05-09 05:42:29,1.5789
2020-05-09 05:47:29,1.5789
2020-05-09 05:52:29,1.3534
2020-05-09 05:57:29,0.0
2020-05-09 06:02:29,1.8045
2020-05-09 06:07:29,1.5789
2020-05-09 06:12:29,1.5789
2020-05-09 06:17:29,1.3534
2020-05-09 06:22:29,1.3534
2020-05-09 06:27:29,1.5789
2020-05-09 06:32:29,1.5789
2020-05-09 06:37:29,1.3534
2020-05-09 06:42:29,2.0301
2020-05-09 06:47:29,1.3534
2020-05-09 06:52:29,1.5789
2020-05-09 06:57:29,2.0301
2020-05-09 07:02:28,1.3534
2020-05-09 07:07:28,1.5789
2020-05-09 07:12:28,1.3534
2020-05-09 07:17:28,1.1278
2020-05-09 07:22:28,1.5789
2020-05-09 07:27:28,1.3534
2020-05-09 07:32:28,0.6767
2020-05-09 07:37:28,1.3534
2020-05-09 07:42:28,2.0301
2020-05-09 07:47:28,0.9023
2020-05-09 07:52:28,1.3534
2020-05-09 07:57:28,1.3534
2020-05-09 08:02:29,1.5789
2020-05-09 08:12:27,1.3534
2020-05-09 08:17:28,1.3534
2020-05-09 08:22:28,1.3534
2020-05-09 08:27:28,1.3534
2020-05-09 08:32:28,1.3534
2020-05-09 08:37:28,1.3534
2020-05-09 08:42:28,1.3534
2020-05-09 08:47:28,1.3534
2020-05-09 08:52:28,1.3534
2020-05-09 08:57:28,1.3534
2020-05-09 09:02:28,1.3534
2020-05-09 09:07:28,1.1278
2020-05-09 09:12:28,0.2256
2020-05-09 09:17:28,1.3534
2020-05-09 09:22:28,1.3534
2020-05-09 09:27:28,1.3534
2020-05-09 09:32:28,1.3534
